Food&Beverage1Brch-28,10
Food&Beverage1Brch-137,4
Food&Beverage13Brch-58,4
Motor&Fuel7Brch-359,12
Food&Beverage1Brch-39,10
Food&Beverage1Brch-37,5
Food&Beverage1Brch-85,2
Food&Beverage1Brch-118,3
Food&Beverage3Brch-27,1
Food&Beverage2Brch-60,5
Food&Beverage1Brch-74,1
Others9Brch-76,2
Food&Beverage13Brch-41,19
Food&Beverage13Brch-43,8
Motor&Fuel7Brch-178,2
Food&Beverage1Brch-160,6
Food&Beverage5Brch-1,1
Food&Beverage13Brch-55,2
Food&Beverage13Brch-59,2
Food&Beverage2Brch-46,1
Food&Beverage1Brch-112,2
Motor&Fuel5Brch-1,1
Food&Beverage1Brch-53,9
Food&Beverage1Brch-174,6
Food&Beverage13Brch-105,5
Food&Beverage1Brch-101,4
Food&Beverage1Brch-26,2
Food&Beverage13Brch-60,3
Food&Beverage1Brch-92,3
Food&Beverage1Brch-3,6
Food&Beverage5Brch-4,1
Food&Beverage1Brch-32,3
Others9Brch-911,12
Food&Beverage13Brch-109,2
Motor&Fuel7Brch-419,5
BCARD37Brch-26,2
Food&Beverage1Brch-111,3
Food&Beverage1Brch-46,2
Food&Beverage1Brch-29,4
Food&Beverage1Brch-116,10
BCARD78Brch-2,75
BCARD37Brch-88,3
Food&Beverage13Brch-47,3
Food&Beverage1Brch-105,2
Food&Beverage13Brch-114,6
Food&Beverage1Brch-165,4
Motor&Fuel7Brch-432,1
Food&Beverage1Brch-44,2
Food&Beverage13Brch-70,9
Food&Beverage1Brch-67,3
Food&Beverage13Brch-32,2
Food&Beverage1Brch-131,6
Food&Beverage1Brch-158,2
Food&Beverage13Brch-117,3
Food&Beverage1Brch-127,11
Food&Beverage1Brch-69,3
Food&Beverage1Brch-167,5
Food&Beverage1Brch-189,2
Food&Beverage1Brch-190,2
Food&Beverage1Brch-76,2
Food&Beverage13Brch-104,1
Food&Beverage1Brch-33,3
Food&Beverage3Brch-10,2
Food&Beverage1Brch-243,2
Food&Beverage1Brch-126,1
Food&Beverage1Brch-177,8
Food&Beverage2Brch-42,1
Food&Beverage1Brch-187,3
Food&Beverage1Brch-70,7
Food&Beverage1Brch-42,4
Food&Beverage13Brch-15,2
Food&Beverage2Brch-86,1
Food&Beverage1Brch-144,10
Food&Beverage1Brch-136,2
Food&Beverage13Brch-90,2
Food&Beverage13Brch-38,5
BCARD49Brch-1,1
Education1Brch-4,2
Others9Brch-151,2
Food&Beverage13Brch-129,1
Others5Brch-6,1
Food&Beverage1Brch-77,1
Food&Beverage1Brch-195,1
Food&Beverage1Brch-41,1
Food&Beverage1Brch-66,3
Food&Beverage13Brch-33,7
Food&Beverage2Brch-71,1
Food&Beverage13Brch-137,3
Food&Beverage13Brch-5,13
Others9Brch-418,1
Others9Brch-718,1
Food&Beverage1Brch-31,6
Food&Beverage13Brch-138,4
Others9Brch-126,1
Food&Beverage1Brch-13,4
BCARD78Brch-4,17
Others9Brch-893,3
Food&Beverage1Brch-115,1
Food&Beverage2Brch-63,2
Others9Brch-155,1
Food&Beverage2Brch-2,2
Food&Beverage1Brch-15,5
Others9Brch-245,2
Food&Beverage1Brch-163,1
Food&Beverage13Brch-77,2
Food&Beverage13Brch-85,7
Food&Beverage1Brch-90,2
Food&Beverage1Brch-191,1
Education1Brch-8,1
Food&Beverage1Brch-146,1
Food&Beverage1Brch-108,1
Motor&Fuel7Brch-174,1
Food&Beverage1Brch-79,1
Food&Beverage13Brch-113,2
Food&Beverage3Brch-7,1
Motor&Fuel7Brch-191,1
Others9Brch-1092,2
Food&Beverage1Brch-188,4
Others9Brch-1850,1
Food&Beverage1Brch-186,1
Food&Beverage13Brch-25,9
Food&Beverage1Brch-198,9
Others9Brch-562,1
Food&Beverage1Brch-180,1
Motor&Fuel7Brch-414,1
Food&Beverage13Brch-57,1
OnlinePortal11Brch-1,138
Food&Beverage1Brch-12,3
Food&Beverage1Brch-22,1
Food&Beverage1Brch-138,2
Food&Beverage1Brch-209,2
Food&Beverage1Brch-152,2
Food&Beverage13Brch-36,5
Food&Beverage1Brch-52,1
Food&Beverage2Brch-8,1
Food&Beverage1Brch-201,2
Food&Beverage3Brch-3,1
Motor&Fuel7Brch-394,3
Food&Beverage13Brch-14,2
Food&Beverage1Brch-113,1
Food&Beverage13Brch-102,8
Food&Beverage13Brch-54,1
Food&Beverage1Brch-97,5
Food&Beverage1Brch-178,6
Food&Beverage1Brch-89,1
Others9Brch-293,1
Motor&Fuel7Brch-434,1
Others9Brch-1178,2
Food&Beverage13Brch-23,5
Others9Brch-607,2
Others9Brch-438,1
Food&Beverage1Brch-207,1
Food&Beverage13Brch-16,1
Food&Beverage2Brch-89,1
Others5Brch-3,4
Others9Brch-1004,1
Others9Brch-497,3
Others9Brch-570,1
Food&Beverage1Brch-5,2
Food&Beverage13Brch-139,1
Food&Beverage3Brch-14,2
Food&Beverage13Brch-4,2
Food&Beverage1Brch-72,2
Motor&Fuel7Brch-395,1
Food&Beverage3Brch-8,1
Others9Brch-409,1
Motor&Fuel7Brch-308,3
Food&Beverage2Brch-24,1
Education1Brch-3,1
Food&Beverage1Brch-169,1
Others9Brch-1053,2
Food&Beverage13Brch-147,5
Food&Beverage1Brch-63,1
Motor&Fuel7Brch-311,4
Food&Beverage1Brch-171,2
Food&Beverage13Brch-153,3
Food&Beverage1Brch-123,1
Others9Brch-1043,1
Food&Beverage1Brch-205,1
Food&Beverage1Brch-216,3
Food&Beverage13Brch-30,1
Food&Beverage13Brch-89,2
Others9Brch-936,1
Others9Brch-713,1
Others9Brch-35,4
Food&Beverage1Brch-14,1
Food&Beverage13Brch-1,1
Food&Beverage1Brch-120,1
Food&Beverage13Brch-146,2
Food&Beverage1Brch-153,5
Food&Beverage1Brch-206,1
Food&Beverage1Brch-202,2
Motor&Fuel7Brch-299,1
Others9Brch-1013,1
Food&Beverage1Brch-100,3
Food&Beverage2Brch-12,1
Food&Beverage1Brch-184,3
Food&Beverage13Brch-123,1
Food&Beverage13Brch-67,2
Food&Beverage13Brch-124,2
Food&Beverage13Brch-71,1
Food&Beverage1Brch-179,1
Others9Brch-849,1
Food&Beverage13Brch-3,1
Others9Brch-521,1
BCARD78Brch-3,7
Others9Brch-68,2
Food&Beverage13Brch-19,1
Food&Beverage13Brch-39,1
Food&Beverage2Brch-26,1
Food&Beverage1Brch-91,2
Food&Beverage1Brch-200,3
Motor&Fuel7Brch-175,2
Food&Beverage13Brch-144,1
Food&Beverage1Brch-170,1
Food&Beverage1Brch-18,1
Food&Beverage13Brch-8,1
Food&Beverage1Brch-87,2
Food&Beverage1Brch-130,1
Food&Beverage4Brch-11,1
Food&Beverage1Brch-132,1
Food&Beverage13Brch-154,1
Food&Beverage1Brch-36,1
Others9Brch-478,1
Food&Beverage1Brch-212,1
Others9Brch-180,1
Food&Beverage2Brch-66,1
Food&Beverage1Brch-119,1
Food&Beverage1Brch-192,3
Others9Brch-9,1
Others9Brch-1217,1
Food&Beverage13Brch-169,1
Food&Beverage13Brch-45,1
Food&Beverage13Brch-168,1
Food&Beverage13Brch-80,1
Others9Brch-108,1
Food&Beverage13Brch-126,1
Food&Beverage1Brch-208,1
Food&Beverage1Brch-224,1
Food&Beverage13Brch-141,1
Food&Beverage1Brch-155,1
Food&Beverage1Brch-236,1
Food&Beverage13Brch-18,1
Others9Brch-162,1
Others9Brch-965,1
Food&Beverage1Brch-237,1
Food&Beverage13Brch-142,1
Others9Brch-128,3
Food&Beverage2Brch-33,1
Food&Beverage13Brch-61,3
