,-3671.9500000000003
BCARD13Brch-1,35349.03000000002
Food&Beverage1Brch-135,35471.16000000005
Food&Beverage1Brch-59,35951.879999999976
Food&Beverage1Brch-85,36087.19999999986
Food&Beverage1Brch-145,36204.799999999945
Food&Beverage1Brch-96,36371.80000000003
Food&Beverage1Brch-6,36570.43999999997
BCARD1Brch-2,37665.01
Leisure&Recreation5Brch-1,38713.16
Food&Beverage1Brch-121,38767.56999999983
Food&Beverage1Brch-37,39584.190000000075
Food&Beverage1Brch-124,39590.179999999906
Education1Brch-1,40439.680000000015
Food&Beverage1Brch-125,41205.459999999934
Motor&Fuel1Brch-2,41929.86
Food&Beverage1Brch-110,42303.51999999987
Others11Brch-724,42362.000000000065
Food&Beverage1Brch-109,42963.4
Food&Beverage1Brch-111,43168.08000000003
Food&Beverage1Brch-116,43676.239999999874
Motor&Fuel7Brch-414,44694.63999999999
Food&Beverage1Brch-157,44994.479999999945
Food&Beverage13Brch-2,47764.49999999935
Clubs3Brch-1,47808.14
OnlinePortal1Brch-1,48592.31
Food&Beverage1Brch-5,48885.83999999993
Food&Beverage1Brch-82,50022.06999999988
Education1Brch-9,50536.17000000004
Motor&Fuel6Brch-1,51117.40999999999
Food&Beverage1Brch-43,51314.75000000001
Motor&Fuel1Brch-1,51487.66
Food&Beverage1Brch-49,52032.360000000066
Leisure&Recreation2Brch-1,56686.95
Food&Beverage1Brch-30,57093.60999999994
Food&Beverage1Brch-84,62039.799999999705
Food&Beverage1Brch-45,62788.85999999988
Food&Beverage1Brch-83,67276.02999999996
BCARD49Brch-1,72000.0
Motor&Fuel5Brch-1,84289.97000000002
OnlinePortal6Brch-1,107565.71000000005
Leisure&Recreation4Brch-1,137147.03999999995
Food&Beverage5Brch-8,154449.56999999957
Food&Beverage7Brch-1,173621.29000000033
Food&Beverage1Brch-24,182982.49999999983
Food&Beverage1Brch-35,192106.88000000085
Education1Brch-6,201172.93999999898
Leisure&Recreation1Brch-1,216981.25999999998
Food&Beverage3Brch-1,246218.26000000222
Food&Beverage4Brch-1,250893.73000000158
Food&Beverage1Brch-55,272600.120000002
Leisure&Recreation3Brch-1,336612.41000000003
Food&Beverage2Brch-19,356224.9700000015
Food&Beverage11Brch-1,382342.3499999969
OnlinePortal3Brch-1,474222.42000000057
Others1Brch-1,491340.5199999998
Food&Beverage6Brch-1,506407.0800000005
Education1Brch-7,708892.7600000007
Food&Beverage1Brch-34,749592.6899999421
